eartag,species,date,dpi,barn,innoc,barni,od,sp,status,od_f,sp_f,status_f,notes1,notes2,expt,o1,o2,n1,n2,r1,r2,wb1,wb2,omean,nmean,rmean,wbmean,retest,isolation1_dpbs,i1o,i1n,i1r
147,Caprine,5/9/2020,14,5,0,5b,0.165,10.15,Neg,0.146,7.73,Neg,,Congested mucous membrain,B,33.87405777,35.3842392,U,U,30.80778503,32.89939499,,,34.62914848,#DIV/0!,31.85359001,,,0,0,,0
99,Bovine,5/9/2020,14,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,5/9/2020,14,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,5/9/2020,14,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,5/9/2020,14,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,5/9/2020,14,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,5/9/2020,14,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,8/9/2020,17,3,1,3a,0.063,1.48,Neg,0.089,4.22,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
106,Bovine,8/9/2020,17,3,1,3a,0.059,1.05,Neg,0.119,7.38,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
107,Bovine,8/9/2020,17,3,1,3a,0.064,1.58,Neg,0.097,5.06,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
109,Bovine,8/9/2020,17,3,1,3a,0.063,1.48,Neg,0.078,3.06,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
122,Caprine,8/9/2020,17,3,0,3b,0.067,1.9,Neg,0.063,1.48,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
135,Caprine,8/9/2020,17,3,0,3b,0.058,0.95,Neg,0.056,0.74,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
145,Caprine,8/9/2020,17,3,0,3b,0.057,0.84,Neg,0.054,0.53,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
148,Caprine,8/9/2020,17,3,0,3b,0.058,0.95,Neg,0.054,0.53,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
100,Bovine,8/9/2020,17,4,0,4c,0.06,1.16,Neg,0.061,1.27,Neg,,,C,U,34.0789,U,U,27.7659,27.9723,,,34.0789,#DIV/0!,27.8691,,"yes, first update: PPRV stage 1 2A retested 100 ID 07022022 b and is the source of the o2 value; second update PPRV Final stage 1.2A reextracted and retested 100, 146, 143; final update for r1 and r2: PPRV retested from ell culture and MBL 100 and 143 12022b",,,,
112,Bovine,8/9/2020,17,4,0,4c,1.789,183.54,Pos,0.115,6.96,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,"yes, replaced with retest values for ocular, retested again feb 2022 for o1",,,,
130,Caprine,8/9/2020,17,4,1,4a,0.066,1.79,Neg,0.068,2,Neg,,Nasal discharge & coughing,C,28.1817,28.0966,U,U,24.6531,25.0624,,,28.13915,#DIV/0!,24.85775,,,0,0,,0
138,Caprine,8/9/2020,17,4,1,4a,0.071,2.32,Neg,0.062,1.37,Neg,,,C,33.5792,32.2455,U,U,27.3651,27.4627,,,32.91235,#DIV/0!,27.4139,,,,,,
143,Caprine,8/9/2020,17,4,1,4a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,C,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
146,Caprine,8/9/2020,17,4,1,4a,0.197,15.61,Neg,0.168,12.55,Neg,,Coughing,C,25.8816,26.1499,31.4269,30.9468,26.0143,25.8981,,,26.01575,31.18685,25.9562,,"yes, replaced with retest values for nasal",0,,,0
129,Caprine,8/9/2020,17,4,0,4b,3.18,330.27,Pos,0.886,88.29,Pos,,"Nasal discharge, congested mucous membrain & coughing",C,24.3215,24.8145,21.1284,21.2904,21.4244,21.476,,,24.568,21.2094,21.4502,,,,,,
136,Caprine,8/9/2020,17,4,0,4b,0.599,58.02,Pos,1.82,186.81,Pos,,Coughing,C,23.4822,23.3922,U,U,21.9151,21.7759,,,23.4372,#DIV/0!,21.8455,,"yes, replaced with retest values for ocular",0,,,0
121,Caprine,8/9/2020,17,5,1,5a,0.078,3.06,Neg,0.071,2.32,Neg,,Ocular discharge & congested mucous membrain,B,U,U,U,U,32.23157883,38.5583992,,,#DIV/0!,#DIV/0!,35.39498901,,,0,,,0
128,Caprine,8/9/2020,17,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
133,Caprine,8/9/2020,17,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 2-9-2020,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
139,Caprine,8/9/2020,17,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
134,Caprine,8/9/2020,17,5,0,5b,0.106,6.01,Neg,0.119,7.38,Neg,,Nasal discharge,B,26.44366074,26.58187866,27.75827217,27.24278069,20.88216972,21.07852745,,,26.5127697,27.50052643,20.98034859,,,0,0,0,0
142,Caprine,8/9/2020,17,5,0,5b,0.176,13.4,Neg,0.177,13.5,Neg,,Nasal discharge,B,25.15213394,27.92373466,27.77650642,27.44928932,23.4587307,25.53705025,,,26.5379343,27.61289787,24.49789047,,,0,0,0,0
144,Caprine,8/9/2020,17,5,0,5b,NA,NA,NA,NA,NA,NA,,Euthanized on 7-9-2020 afternoon,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
147,Caprine,8/9/2020,17,5,0,5b,3.467,360.55,Pos,1.802,184.92,Pos,,Nasal discharge & congested mucous membrain,B,18.24657059,17.40537262,23.935606,23.92915535,U,U,,,17.8259716,23.93238068,#DIV/0!,,,1,0,1,
99,Bovine,8/9/2020,17,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,8/9/2020,17,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,8/9/2020,17,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,8/9/2020,17,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,8/9/2020,17,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,8/9/2020,17,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,9/12/2020,21,3,1,3a,0.065,1.88,Neg,0.16,12.68,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
106,Bovine,9/12/2020,21,3,1,3a,0.076,3.13,Neg,0.404,40.42,Pos,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
107,Bovine,9/12/2020,21,3,1,3a,0.073,2.79,Neg,0.082,3.81,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
109,Bovine,9/12/2020,21,3,1,3a,0.079,3.47,Neg,0.296,28.14,Pos,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
122,Caprine,9/12/2020,21,3,0,3b,0.08,3.58,Neg,0.063,1.65,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
135,Caprine,9/12/2020,21,3,0,3b,0.066,1.99,Neg,0.068,2.22,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
145,Caprine,9/12/2020,21,3,0,3b,0.065,1.88,Neg,0.058,1.08,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
148,Caprine,9/12/2020,21,3,0,3b,0.054,0.63,Neg,0.055,0.74,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
100,Bovine,9/12/2020,21,4,0,4c,0.064,1.76,Neg,0.23,20.64,Pos,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
112,Bovine,9/12/2020,21,4,0,4c,0.375,37.12,Pos,0.094,5.17,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
130,Caprine,9/12/2020,21,4,1,4a,0.066,1.99,Neg,0.063,1.65,Neg,,Coughing,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
138,Caprine,9/12/2020,21,4,1,4a,0.085,4.15,Neg,0.124,8.58,Neg,,Coughing,C,24.8791,24.9535,U,U,U,U,,,24.9163,#DIV/0!,#DIV/0!,,,0,0,,
143,Caprine,9/12/2020,21,4,1,4a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,C,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
146,Caprine,9/12/2020,21,4,1,4a,0.112,7.22,Neg,0.113,7.33,Neg,,Coughing,C,24.8303,24.9315,U,U,U,U,,,24.8809,#DIV/0!,#DIV/0!,,,0,0,,
129,Caprine,9/12/2020,21,4,0,4b,0.177,14.61,Neg,0.141,10.52,Neg,,Nasal discharge & coughing,C,23.0221,23.103,38.1093,37.945,32.305,30.7265,,,23.06255,38.02715,31.51575,,,0,0,0,
136,Caprine,9/12/2020,21,4,0,4b,0.099,5.74,Neg,0.1,5.86,Neg,,Nasal discharge & coughing,C,22.7045,22.5351,U,U,U,U,,,22.6198,#DIV/0!,#DIV/0!,,,0,0,,
121,Caprine,9/12/2020,21,5,1,5a,0.068,2.22,Neg,0.094,5.17,Neg,,,B,U,U,U,U,35.51699829,31.29043007,,,#DIV/0!,#DIV/0!,33.40371418,,,0,,,0
128,Caprine,9/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
133,Caprine,9/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 2-9-2020,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
139,Caprine,9/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
134,Caprine,9/12/2020,21,5,0,5b,NA,NA,NA,NA,NA,NA,,Died on 9-9-2020 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
142,Caprine,9/12/2020,21,5,0,5b,0.07,2.44,Neg,0.095,5.29,Neg,,Nasal discharge ,B,30.40647888,32.40498352,U,U,U,43.26055908,,,31.4057312,#DIV/0!,43.26055908,,,0,,0,
144,Caprine,9/12/2020,21,5,0,5b,NA,NA,NA,NA,NA,NA,,Euthanized on 7-9-2020 afternoon,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
147,Caprine,9/12/2020,21,5,0,5b,0.081,3.7,Neg,0.099,5.74,Neg,,"Nasal discharge, congested mucous membrain & coughing ",B,20.52596283,21.59246635,43.71475983,39.6805954,41.43284988,U,,,21.05921459,41.69767761,41.43284988,,,0,,0,
99,Bovine,9/12/2020,21,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,9/12/2020,21,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,9/12/2020,21,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,9/12/2020,21,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,9/12/2020,21,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,9/12/2020,21,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,9/19/2020,28,3,1,3a,0.056,-2.09,Neg,0.177,19.89,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
106,Bovine,9/19/2020,28,3,1,3a,0.065,-0.45,Neg,0.738,121.8,Pos,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
107,Bovine,9/19/2020,28,3,1,3a,0.062,-1,Neg,0.21,25.89,Pos,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
109,Bovine,9/19/2020,28,3,1,3a,0.062,-1,Neg,0.059,-1.54,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
122,Caprine,9/19/2020,28,3,0,3b,0.057,-1.91,Neg,0.057,-1.91,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
135,Caprine,9/19/2020,28,3,0,3b,0.057,-1.91,Neg,0.057,-1.91,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,"yes, replaced with retest for ocular",,,,
145,Caprine,9/19/2020,28,3,0,3b,0.058,-1.73,Neg,0.064,-0.64,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,"yes, replaced with retest for ocular",,,,
148,Caprine,9/19/2020,28,3,0,3b,0.055,-2.27,Neg,0.057,-1.91,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
100,Bovine,9/19/2020,28,4,0,4c,0.065,-0.45,Neg,0.314,44.78,Pos,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
112,Bovine,9/19/2020,28,4,0,4c,0.07,0.45,Neg,0.083,2.82,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
130,Caprine,9/19/2020,28,4,1,4a,0.073,1,Neg,0.071,0.64,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
138,Caprine,9/19/2020,28,4,1,4a,0.078,1.91,Neg,0.095,5,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
143,Caprine,9/19/2020,28,4,1,4a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,C,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
146,Caprine,9/19/2020,28,4,1,4a,0.146,14.26,Neg,0.079,2.09,Neg,,Coughing,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,"yes, replaced with retest for ocular",,,,
129,Caprine,9/19/2020,28,4,0,4b,0.07,0.45,Neg,0.065,-0.45,Neg,,Nasal discharge & coughing,C,36.5771,36.5771,U,U,U,U,,,36.5771,#DIV/0!,#DIV/0!,,,,,,
136,Caprine,9/19/2020,28,4,0,4b,0.077,1.73,Neg,0.078,1.91,Neg,,Coughing,C,27.3922,27.4523,U,U,29.7388,30.1069,,,27.42225,#DIV/0!,29.92285,,,,,,
121,Caprine,9/19/2020,28,5,1,5a,0.061,-1.18,Neg,0.096,5.18,Neg,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
128,Caprine,9/19/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
133,Caprine,9/19/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 2-9-2020,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
139,Caprine,9/19/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
134,Caprine,9/19/2020,28,5,0,5b,NA,NA,NA,NA,NA,NA,,Died on 9-9-2020 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
142,Caprine,9/19/2020,28,5,0,5b,0.068,0.09,Neg,0.083,2.82,Neg,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
144,Caprine,9/19/2020,28,5,0,5b,NA,NA,NA,NA,NA,NA,,Euthanized on 7-9-2020 afternoon,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
147,Caprine,9/19/2020,28,5,0,5b,0.066,-0.27,Neg,0.074,1.18,Neg,,Congested mucous membrain & coughing ,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
99,Bovine,9/19/2020,28,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,9/19/2020,28,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,9/19/2020,28,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,9/19/2020,28,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,9/19/2020,28,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,9/19/2020,28,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,9/19/2020,32,3,1,3a,0.085,2.11,Neg,0.28,21.24,Pos,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
106,Bovine,9/19/2020,32,3,1,3a,0.094,2.99,Neg,0.259,19.18,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
107,Bovine,9/19/2020,32,3,1,3a,0.087,2.31,Neg,0.224,15.74,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
109,Bovine,9/19/2020,32,3,1,3a,0.129,6.42,Neg,0.273,20.55,Pos,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
122,Caprine,9/19/2020,32,3,0,3b,0.088,2.4,Neg,0.075,1.13,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
135,Caprine,9/19/2020,32,3,0,3b,0.085,2.11,Neg,0.071,0.74,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
145,Caprine,9/19/2020,32,3,0,3b,0.082,1.81,Neg,0.062,-0.15,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
148,Caprine,9/19/2020,32,3,0,3b,0.089,2.5,Neg,0.091,2.7,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,not tested,,,,
100,Bovine,9/19/2020,32,4,0,4c,0.076,1.23,Neg,0.446,37.52,Pos,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,Was not tested,,,,
112,Bovine,9/19/2020,32,4,0,4c,0.088,2.4,Neg,0.17,10.45,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,Was not tested,,,,
130,Caprine,9/19/2020,32,4,1,4a,0.104,3.97,Neg,0.107,4.27,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,Was not tested,,,,
138,Caprine,9/19/2020,32,4,1,4a,0.143,7.8,Neg,0.085,2.11,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,Was not tested,,,,
143,Caprine,9/19/2020,32,4,1,4a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,C,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,Was not tested,,,,
146,Caprine,9/19/2020,32,4,1,4a,0.1,3.58,Neg,0.093,2.89,Neg,,Coughing,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,Was not tested,,,,
129,Caprine,9/19/2020,32,4,0,4b,0.104,3.97,Neg,0.186,12.02,Neg,,Nasal discharge & coughing,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,Was not tested,,,,
136,Caprine,9/19/2020,32,4,0,4b,0.1,3.58,Neg,0.128,6.33,Neg,,Coughing,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,Was not tested,,,,
121,Caprine,9/19/2020,32,5,1,5a,0.093,2.89,Neg,0.096,3.19,Neg,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
128,Caprine,9/19/2020,32,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
133,Caprine,9/19/2020,32,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 2-9-2020,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
139,Caprine,9/19/2020,32,5,1,5a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
134,Caprine,9/19/2020,32,5,0,5b,NA,NA,NA,NA,NA,NA,,Died on 9-9-2020 Night,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
142,Caprine,9/19/2020,32,5,0,5b,0.088,2.4,Neg,0.098,3.38,Neg,,,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
144,Caprine,9/19/2020,32,5,0,5b,NA,NA,NA,NA,NA,NA,,Euthanized on 7-9-2020 afternoon,B,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
147,Caprine,9/19/2020,32,5,0,5b,0.106,4.17,Neg,0.138,7.31,Neg,,Congested mucous membrain & coughing ,B,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
99,Bovine,9/19/2020,32,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
110,Bovine,9/19/2020,32,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
113,Bovine,9/19/2020,32,6,0,6c,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
131,Caprine,9/19/2020,32,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
137,Caprine,9/19/2020,32,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
141,Caprine,9/19/2020,32,6,0,6b,NA,NA,NA,NA,NA,NA,not tested to save icELISA money,,Control,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
103,Bovine,9/19/2020,35,3,1,3a,0.076,1.73,Neg,0.155,9.78,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
106,Bovine,9/19/2020,35,3,1,3a,0.085,2.65,Neg,0.246,19.05,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
107,Bovine,9/19/2020,35,3,1,3a,0.09,3.16,Neg,0.175,11.82,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
109,Bovine,9/19/2020,35,3,1,3a,0.108,4.99,Neg,0.116,5.81,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
122,Caprine,9/19/2020,35,3,0,3b,0.083,2.45,Neg,0.067,0.82,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
135,Caprine,9/19/2020,35,3,0,3b,0.081,2.24,Neg,0.066,0.71,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
145,Caprine,9/19/2020,35,3,0,3b,0.084,2.55,Neg,0.071,1.22,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
148,Caprine,9/19/2020,35,3,0,3b,0.082,2.34,Neg,0.064,0.51,Neg,,,A,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
100,Bovine,9/19/2020,35,4,0,4c,0.076,1.73,Neg,0.188,13.14,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
112,Bovine,9/19/2020,35,4,0,4c,0.085,2.65,Neg,0.11,5.2,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
130,Caprine,9/19/2020,35,4,1,4a,0.101,4.28,Neg,0.085,2.65,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
138,Caprine,9/19/2020,35,4,1,4a,0.098,3.97,Neg,0.08,2.14,Neg,,,C,U,U,U,U,U,U,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,
143,Caprine,9/19/2020,35,4,1,4a,NA,NA,NA,NA,NA,NA,,Died on 31-08-20 Night,C,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,
